,Condition,Concentration,Time,splist,sp1OD,sp2OD,sp3OD,sp4OD,sp5OD,sp6OD,sp7OD,sp8OD,sp9OD,sp10OD,sp11OD,sp12OD,sp13OD,sp14OD,Antibiotic
389,CD-BH,1.5,48,"['CD', 'BH']",0.1944968,0,0,0,0.000661835,0,0,0,0,0,0,0,0,0,Metronidazole
390,CD-BV,0.75,48,"['CD', 'BV']",0.090702695,0,0,0,0,0,0,0,0,0,0,0,0.462174489,0,Metronidazole
392,CD-CA,6,48,"['CD', 'CA']",0.000805084,0,0,0,0,0.133794916,0,0,0,0,0,0,0,0,Metronidazole
393,CD-BV,6,48,"['CD', 'BV']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
366,CD-BO,0,48,"['CD', 'BO']",0.004406599,0,0,0,0,0,0,0,0,0.404499908,0,0,0,0,Metronidazole
395,CD-BV,12,48,"['CD', 'BV']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
641,CD-BO,0,48,"['CD', 'BO']",0.006185408,0,0,0,0,0,0,0,0,0.435167213,0,0,0,0,Metronidazole
397,CD-BU,12,48,"['CD', 'BU']",0.225652531,0,0,0,0,0,0,0,0,0,0,0.000539839,0,0,Metronidazole
398,CD-CA,3,48,"['CD', 'CA']",0.210956682,0,0,0,0,0.118495853,0,0,0,0,0,0,0,0,Metronidazole
399,CD-BV,3,48,"['CD', 'BV']",0.151618628,0,0,0,0,0,0,0,0,0,0,0,0.000716257,0,Metronidazole
400,CD-PC,6,48,"['CD', 'PC']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
401,CD-BU,6,48,"['CD', 'BU']",0.063642857,0,0,0,0,0,0,0,0,0,0,9.43E-05,0,0,Metronidazole
402,CD-CA,1.5,48,"['CD', 'CA']",0.159043837,0,0,0,0,0.097342106,0,0,0,0,0,0,0,0,Metronidazole
403,CD-BU,3,48,"['CD', 'BU']",0.121691272,0,0,0,0,0,0,0,0,0,0,0.418769077,0,0,Metronidazole
404,CD-BU,1.5,48,"['CD', 'BU']",0.161188117,0,0,0,0,0,0,0,0,0,0,0.25112932,0,0,Metronidazole
405,CD-BU,0.75,48,"['CD', 'BU']",0.100436484,0,0,0,0,0,0,0,0,0,0,0.421872893,0,0,Metronidazole
728,CD-BO,0,48,"['CD', 'BO']",0.006608466,0,0,0,0,0,0,0,0,0.435182162,0,0,0,0,Metronidazole
407,CD-CA,0.75,48,"['CD', 'CA']",0.14546909,0,0,0,0,0.153685445,0,0,0,0,0,0,0,0,Metronidazole
408,CD-BV,1.5,48,"['CD', 'BV']",0.321744068,0,0,0,0,0,0,0,0,0,0,0,0.046409685,0,Metronidazole
409,CD-PC,3,48,"['CD', 'PC']",0.184521301,0,0,0,0,0,0.164711857,0,0,0,0,0,0,0,Metronidazole
410,CD,6,48,['CD'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
411,CD-EL,3,48,"['CD', 'EL']",0.368633806,0,0,0,0,0,0,0.010366194,0,0,0,0,0,0,Metronidazole
412,CD-PC,1.5,48,"['CD', 'PC']",0.08047302,0,0,0,0,0,0.438428932,0,0,0,0,0,0,0,Metronidazole
413,CD-PC,0.75,48,"['CD', 'PC']",0.018045226,0,0,0,0,0,0.551954774,0,0,0,0,0,0,0,Metronidazole
414,CD-ER,3,48,"['CD', 'ER']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
824,CD-BO,0,48,"['CD', 'BO']",0.004592577,0,0,0,0,0,0,0,0,0.504830238,0,0,0,0,Metronidazole
416,CD-EL,12,48,"['CD', 'EL']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
417,CD-CS,12,48,"['CD', 'CS']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
418,CD-ER,1.5,48,"['CD', 'ER']",0.23607771,0.000161145,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
419,CD,1.5,48,['CD'],0.303309936,0,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
420,CD-CS,6,48,"['CD', 'CS']",0.041699519,0,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
421,CD,3,48,['CD'],0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
422,CD-EL,6,48,"['CD', 'EL']",0.033869409,0,0,0,0,0,0,0.000530591,0,0,0,0,0,0,Metronidazole
423,CD-CS,3,48,"['CD', 'CS']",0.223941705,0,0,0,0,0,0,0,0,0,0,0,0,0.000129147,Metronidazole
424,CD-ER,0.75,48,"['CD', 'ER']",0.16009324,0.000565035,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
425,CD,0.75,48,['CD'],0.170859644,0,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
426,CD-EL,1.5,48,"['CD', 'EL']",0.272334794,0,0,0,0,0,0,0.010665206,0,0,0,0,0,0,Metronidazole
427,CD-CS,1.5,48,"['CD', 'CS']",0.207144824,0,0,0,0,0,0,0,0,0,0,0,0,0.000327588,Metronidazole
374,CD-BT,0,48,"['CD', 'BT']",0.000601716,0,0,0,0,0,0,0,0,0,0.489495711,0,0,0,Metronidazole
429,CD-CS,0.75,48,"['CD', 'CS']",0.174100531,0,0,0,0,0,0,0,0,0,0,0,0,0.000356763,Metronidazole
656,CD-BT,0,48,"['CD', 'BT']",0.001647626,0,0,0,0,0,0,0,0,0,0.579222849,0,0,0,Metronidazole
431,CD-ER,12,48,"['CD', 'ER']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
432,CD-ER,6,48,"['CD', 'ER']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
433,CD,12,48,['CD'],0.00058481,0,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
750,CD-BT,0,48,"['CD', 'BT']",0.000855014,0,0,0,0,0,0,0,0,0,0.574373983,0,0,0,Metronidazole
435,CD-EL,0.75,48,"['CD', 'EL']",0.187848186,0,0,0,0,0,0,0.007751814,0,0,0,0,0,0,Metronidazole
822,CD-BT,0,48,"['CD', 'BT']",0.000967429,0,0,0,0,0,0,0,0,0,0.533398774,0,0,0,Metronidazole
437,CD,12,48,['CD'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
438,CD-CH,0.75,48,"['CD', 'CH']",0.160038396,0,0,0,0,0,0,0,0.000906655,0,0,0,0,0,Metronidazole
439,CD,6,48,['CD'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
406,CD-BU,0,48,"['CD', 'BU']",0.02311875,0,0,0,0,0,0,0,0,0,0,0.468515918,0,0,Metronidazole
442,CD,1.5,48,['CD'],0.245954671,0,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
443,CD,0.75,48,['CD'],0.1668,0,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
445,CD-CH,12,48,"['CD', 'CH']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Metronidazole
446,CD-CH,6,48,"['CD', 'CH']",0.143150161,0,0,0,0,0,0,0,0.00052606,0,0,0,0,0,Metronidazole
447,CD-CH,3,48,"['CD', 'CH']",0.254206908,0,0,0,0,0,0,0,0.00075135,0,0,0,0,0,Metronidazole
448,CD-CH,1.5,48,"['CD', 'CH']",0.17433634,0,0,0,0,0,0,0,0.00046366,0,0,0,0,0,Metronidazole
449,CD-BO,3,48,"['CD', 'BO']",0.000349628,0,0,0,0,0,0,0,0,0.408977867,0,0,0,0,Vancomycin
450,CD-FP,3,48,"['CD', 'FP']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
451,CD-DP,0.1875,48,"['CD', 'DP']",0.165201419,0,0.014143688,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
452,CD-DP,3,48,"['CD', 'DP']",0.000384747,0,0.055415253,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
453,CD-BO,0.375,48,"['CD', 'BO']",0.003836186,0,0,0,0,0,0,0,0,0.40953625,0,0,0,0,Vancomycin
455,CD-DP,1.5,48,"['CD', 'DP']",0.000582894,0,0.055987467,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
456,CD-BO,1.5,48,"['CD', 'BO']",0.000533023,0,0,0,0,0,0,0,0,0.432192584,0,0,0,0,Vancomycin
457,CD-FP,1.5,48,"['CD', 'FP']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
458,CD-DP,0.75,48,"['CD', 'DP']",0.000480285,0,0.056302863,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
459,CD-BO,0.09375,48,"['CD', 'BO']",0.003240657,0,0,0,0,0,0,0,0,0.414092677,0,0,0,0,Vancomycin
460,CD-BO,0.1875,48,"['CD', 'BO']",0.003952953,0,0,0,0,0,0,0,0,0.436540228,0,0,0,0,Vancomycin
461,CD-DP,0.375,48,"['CD', 'DP']",0.0233386,0,0.045282606,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
462,CD-BO,0.75,48,"['CD', 'BO']",0.000775693,0,0,0,0,0,0,0,0,0.446256284,0,0,0,0,Vancomycin
463,CD-FP,0.75,48,"['CD', 'FP']",0.000896694,0,0,0.00188595,0,0,0,0,0,0,0,0,0,0,Vancomycin
464,CD-BU,1.5,48,"['CD', 'BU']",0.000583307,0,0,0,0,0,0,0,0,0,0,0.363483375,0,0,Vancomycin
466,CD-FP,0.375,48,"['CD', 'FP']",0.048173708,0,0,0.000626292,0,0,0,0,0,0,0,0,0,0,Vancomycin
467,CD-FP,0.1875,48,"['CD', 'FP']",0.18180099,0,0,0.022691053,0,0,0,0,0,0,0,0,0,0,Vancomycin
468,CD-BH,0.75,48,"['CD', 'BH']",0.003320911,0,0,0,0.006063238,0,0,0,0,0,0,0,0,0,Vancomycin
469,CD-FP,0.09375,48,"['CD', 'FP']",0.128525852,0,0,0.069106431,0,0,0,0,0,0,0,0,0,0,Vancomycin
471,CD-BT,3,48,"['CD', 'BT']",0.000766363,0,0,0,0,0,0,0,0,0,0.440275683,0,0,0,Vancomycin
472,CD-BH,0.375,48,"['CD', 'BH']",0.045474916,0,0,0,0.001067176,0,0,0,0,0,0,0,0,0,Vancomycin
473,CD-BU,0.375,48,"['CD', 'BU']",0.005989889,0,0,0,0,0,0,0,0,0,0,0.366492466,0,0,Vancomycin
474,CD-BT,1.5,48,"['CD', 'BT']",0.000996099,0,0,0,0,0,0,0,0,0,0.457607802,0,0,0,Vancomycin
475,CD-BU,0.75,48,"['CD', 'BU']",0.000873116,0,0,0,0,0,0,0,0,0,0,0.350925396,0,0,Vancomycin
476,CD-CA,1.5,48,"['CD', 'CA']",0.00039457,0,0,0,0,0.000802715,0,0,0,0,0,0,0,0,Vancomycin
477,CD-BT,0.75,48,"['CD', 'BT']",0.000651546,0,0,0,0,0,0,0,0,0,0.441585567,0,0,0,Vancomycin
478,CD-BH,0.1875,48,"['CD', 'BH']",0.245056815,0,0,0,0.016281977,0,0,0,0,0,0,0,0,0,Vancomycin
479,CD-BU,0.1875,48,"['CD', 'BU']",0.021452701,0,0,0,0,0,0,0,0,0,0,0.455684956,0,0,Vancomycin
481,CD-BT,0.375,48,"['CD', 'BT']",0.000392886,0,0,0,0,0,0,0,0,0,0.429817784,0,0,0,Vancomycin
482,CD-BH,0.09375,48,"['CD', 'BH']",0.209567957,0,0,0,0.040184991,0,0,0,0,0,0,0,0,0,Vancomycin
483,CD-BT,0.1875,48,"['CD', 'BT']",0.001131998,0,0,0,0,0,0,0,0,0,0.441479335,0,0,0,Vancomycin
484,CD-BT,0.09375,48,"['CD', 'BT']",0.000657716,0,0,0,0,0,0,0,0,0,0.425048997,0,0,0,Vancomycin
485,CD-BH,3,48,"['CD', 'BH']",0.001034188,0,0,0,0.003871795,0,0,0,0,0,0,0,0,0,Vancomycin
486,CD-BH,1.5,48,"['CD', 'BH']",0.001353002,0,0,0,0.004357461,0,0,0,0,0,0,0,0,0,Vancomycin
487,CD-BU,3,48,"['CD', 'BU']",0.000378299,0,0,0,0,0,0,0,0,0,0,0.357643403,0,0,Vancomycin
488,CD-BU,0.09375,48,"['CD', 'BU']",0.015764636,0,0,0,0,0,0,0,0,0,0,0.471232071,0,0,Vancomycin
489,CD-CA,0.1875,48,"['CD', 'CA']",0.082918208,0,0,0,0,0.309220304,0,0,0,0,0,0,0,0,Vancomycin
490,CD-CS,0.375,48,"['CD', 'CS']",0.141390733,0,0,0,0,0,0,0,0,0,0,0,0,0.077523896,Vancomycin
491,CD-ER,0.1875,48,"['CD', 'ER']",0.171520415,0.002279585,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
492,CD-CA,0.09375,48,"['CD', 'CA']",0.070944823,0,0,0,0,0.34709173,0,0,0,0,0,0,0,0,Vancomycin
493,CD-BV,3,48,"['CD', 'BV']",0.001566107,0,0,0,0,0,0,0,0,0,0,0,0.405869039,0,Vancomycin
494,CD-PC,0.1875,48,"['CD', 'PC']",0.010077456,0,0,0,0,0,0.461643472,0,0,0,0,0,0,0,Vancomycin
495,CD-BV,1.5,48,"['CD', 'BV']",0.007046163,0,0,0,0,0,0,0,0,0,0,0,0.423776364,0,Vancomycin
496,CD-ER,0.75,48,"['CD', 'ER']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
497,CD-BV,0.75,48,"['CD', 'BV']",0.011213825,0,0,0,0,0,0,0,0,0,0,0,0.387180023,0,Vancomycin
498,CD-PC,0.09375,48,"['CD', 'PC']",0.01304049,0,0,0,0,0,0.49778697,0,0,0,0,0,0,0,Vancomycin
499,CD-CS,0.09375,48,"['CD', 'CS']",0.10793755,0,0,0,0,0,0,0,0,0,0,0,0,0.047467539,Vancomycin
500,CD-BV,0.375,48,"['CD', 'BV']",0.097837224,0,0,0,0,0,0,0,0,0,0,0,0.330328145,0,Vancomycin
501,CD-CS,0.1875,48,"['CD', 'CS']",0.109024281,0,0,0,0,0,0,0,0,0,0,0,0,0.039630877,Vancomycin
502,CD-ER,0.375,48,"['CD', 'ER']",0.211009507,0.003990493,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
503,CD-BV,0.1875,48,"['CD', 'BV']",0.075482132,0,0,0,0,0,0,0,0,0,0,0,0.380231514,0,Vancomycin
504,CD-CS,3,48,"['CD', 'CS']",0.00161544,0,0,0,0,0,0,0,0,0,0,0,0,0.009028227,Vancomycin
506,CD-ER,0.09375,48,"['CD', 'ER']",0.168526271,0.003976735,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
507,CD-BV,0.09375,48,"['CD', 'BV']",0.106788079,0,0,0,0,0,0,0,0,0,0,0,0.365169185,0,Vancomycin
508,CD-CS,1.5,48,"['CD', 'CS']",0.000869018,0,0,0,0,0,0,0,0,0,0,0,0,0.005047859,Vancomycin
509,CD-PC,3,48,"['CD', 'PC']",0.001233345,0,0,0,0,0,0.297338868,0,0,0,0,0,0,0,Vancomycin
510,CD-PC,1.5,48,"['CD', 'PC']",0.001270556,0,0,0,0,0,0.292689898,0,0,0,0,0,0,0,Vancomycin
511,CD-PC,0.75,48,"['CD', 'PC']",0.002381553,0,0,0,0,0,0.309601942,0,0,0,0,0,0,0,Vancomycin
512,CD-PC,0.375,48,"['CD', 'PC']",0.003043836,0,0,0,0,0,0.339941096,0,0,0,0,0,0,0,Vancomycin
514,CD-ER,1.5,48,"['CD', 'ER']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
515,CD,3,48,['CD'],0.018568182,0,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
516,CD,0.09375,48,['CD'],0.157282112,0,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
517,CD,1.5,48,['CD'],0.017068702,0,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
518,CD,0.75,48,['CD'],0.016534641,0,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
519,CD,3,48,['CD'],0.019139906,0,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
520,CD,0.375,48,['CD'],0.253543152,0,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
521,CD-CH,0.1875,48,"['CD', 'CH']",0.116616026,0,0,0,0,0,0,0,0.005435607,0,0,0,0,0,Vancomycin
524,CD-CH,1.5,48,"['CD', 'CH']",0.000754163,0,0,0,0,0,0,0,0.011399664,0,0,0,0,0,Vancomycin
525,CD,0.09375,48,['CD'],0.170961736,0,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
526,CD-CH,3,48,"['CD', 'CH']",0.00065272,0,0,0,0,0,0,0,0.013848756,0,0,0,0,0,Vancomycin
527,CD-CH,0.09375,48,"['CD', 'CH']",0.06232503,0,0,0,0,0,0,0,0.12196784,0,0,0,0,0,Vancomycin
528,CD-EL,3,48,"['CD', 'EL']",0.001494453,0,0,0,0,0,0,0.009688756,0,0,0,0,0,0,Vancomycin
529,CD,0.75,48,['CD'],0.014340136,0,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
530,CD-CH,0.75,48,"['CD', 'CH']",0.000802122,0,0,0,0,0,0,0,0.011140584,0,0,0,0,0,Vancomycin
531,CD-EL,1.5,48,"['CD', 'EL']",0.001238739,0,0,0,0,0,0,0.017161261,0,0,0,0,0,0,Vancomycin
532,CD,0.375,48,['CD'],0.270040118,0,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
533,CD-EL,0.75,48,"['CD', 'EL']",0.014829362,0,0,0,0,0,0,0.0722701,0,0,0,0,0,0,Vancomycin
534,CD-EL,0.375,48,"['CD', 'EL']",0.201380238,0,0,0,0,0,0,0.045219762,0,0,0,0,0,0,Vancomycin
536,CD-EL,0.09375,48,"['CD', 'EL']",0.18408197,0,0,0,0,0,0,0.034919623,0,0,0,0,0,0,Vancomycin
537,CD,0.1875,48,['CD'],0.164535995,0,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
539,CD-FP,1.5,48,"['CD', 'FP']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
540,CD-BT,0.75,48,"['CD', 'BT']",0.008867552,0,0,0,0,0,0,0,0,0,0.531813457,0,0,0,Vancomycin
541,CD-BO,0.75,48,"['CD', 'BO']",0.000640724,0,0,0,0,0,0,0,0,0.399628701,0,0,0,0,Vancomycin
542,CD-BT,3,48,"['CD', 'BT']",0.000777268,0,0,0,0,0,0,0,0,0,0.532039781,0,0,0,Vancomycin
543,CD-DP,3,48,"['CD', 'DP']",0.000533988,0,0.076218896,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
544,CD-BO,0.375,48,"['CD', 'BO']",0.002733066,0,0,0,0,0,0,0,0,0.417048728,0,0,0,0,Vancomycin
545,CD-FP,0.375,48,"['CD', 'FP']",0.224153588,0,0,0.004302028,0,0,0,0,0,0,0,0,0,0,Vancomycin
546,CD-DP,1.5,48,"['CD', 'DP']",0.000422907,0,0.076292511,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
547,CD-FP,0.75,48,"['CD', 'FP']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
548,CD-BT,1.5,48,"['CD', 'BT']",0.000885135,0,0,0,0,0,0,0,0,0,0.532408447,0,0,0,Vancomycin
549,CD-DP,0.75,48,"['CD', 'DP']",0.000396178,0,0.080721285,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
550,CD-BO,0.1875,48,"['CD', 'BO']",0.003619873,0,0,0,0,0,0,0,0,0.446424808,0,0,0,0,Vancomycin
551,CD-FP,0.1875,48,"['CD', 'FP']",0.13497813,0,0,0.084712837,0,0,0,0,0,0,0,0,0,0,Vancomycin
552,CD-BT,0.375,48,"['CD', 'BT']",0.008557746,0,0,0,0,0,0,0,0,0,0.485521127,0,0,0,Vancomycin
553,CD-DP,0.375,48,"['CD', 'DP']",0.07777864,0,0.132824277,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
554,CD-BO,0.09375,48,"['CD', 'BO']",0.003295255,0,0,0,0,0,0,0,0,0.452067731,0,0,0,0,Vancomycin
555,CD-DP,0.1875,48,"['CD', 'DP']",0.122070228,0,0.049860497,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
557,CD-BO,3,48,"['CD', 'BO']",0.000580855,0,0,0,0,0,0,0,0,0.414875389,0,0,0,0,Vancomycin
558,CD-BO,1.5,48,"['CD', 'BO']",0.000536347,0,0,0,0,0,0,0,0,0.407240814,0,0,0,0,Vancomycin
559,CD-FP,3,48,"['CD', 'FP']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vancomycin
560,CD-FP,0.09375,48,"['CD', 'FP']",0.149149229,0,0,0.07633048,0,0,0,0,0,0,0,0,0,0,Vancomycin
561,CD-BT,0.1875,48,"['CD', 'BT']",0.003763571,0,0,0,0,0,0,0,0,0,0.507245678,0,0,0,Vancomycin
562,CD-CA,0.375,48,"['CD', 'CA']",0.219566515,0,0,0,0,0.00285292,0,0,0,0,0,0,0,0,Vancomycin
563,CD-BV,0.1875,48,"['CD', 'BV']",0.064111765,0,0,0,0,0,0,0,0,0,0,0,0.41959663,0,Vancomycin
564,CD-BT,0.09375,48,"['CD', 'BT']",0.001062788,0,0,0,0,0,0,0,0,0,0.49823491,0,0,0,Vancomycin
565,CD-BH,3,48,"['CD', 'BH']",0.001036364,0,0,0,0.003741818,0,0,0,0,0,0,0,0,0,Vancomycin
566,CD-BU,0.1875,48,"['CD', 'BU']",0.021132785,0,0,0,0,0,0,0,0,0,0,0.483886593,0,0,Vancomycin
567,CD-BH,1.5,48,"['CD', 'BH']",0.000994835,0,0,0,0.002788246,0,0,0,0,0,0,0,0,0,Vancomycin
568,CD-BV,0.75,48,"['CD', 'BV']",0.011398481,0,0,0,0,0,0,0,0,0,0,0,0.416587342,0,Vancomycin
570,CD-BU,0.09375,48,"['CD', 'BU']",0.021587716,0,0,0,0,0,0,0,0,0,0,0.496741164,0,0,Vancomycin
571,CD-CA,0.09375,48,"['CD', 'CA']",0.102404054,0,0,0,0,0.305923709,0,0,0,0,0,0,0,0,Vancomycin
573,CD-CA,0.1875,48,"['CD', 'CA']",0.112211673,0,0,0,0,0.335011587,0,0,0,0,0,0,0,0,Vancomycin
574,CD-BV,0.375,48,"['CD', 'BV']",0.088030357,0,0,0,0,0,0,0,0,0,0,0,0.343659913,0,Vancomycin
575,CD-BH,0.1875,48,"['CD', 'BH']",0.155960933,0,0,0,0.048621552,0,0,0,0,0,0,0,0,0,Vancomycin
577,CD-BV,3,48,"['CD', 'BV']",0.003919792,0,0,0,0,0,0,0,0,0,0,0,0.401929447,0,Vancomycin
578,CD-BV,0.09375,48,"['CD', 'BV']",0.062941916,0,0,0,0,0,0,0,0,0,0,0,0.403550675,0,Vancomycin
579,CD-BH,0.09375,48,"['CD', 'BH']",0.163550769,0,0,0,0.041316923,0,0,0,0,0,0,0,0,0,Vancomycin
580,CD-CA,1.5,48,"['CD', 'CA']",0.000801664,0,0,0,0,0.00135807,0,0,0,0,0,0,0,0,Vancomycin
581,CD-BU,3,48,"['CD', 'BU']",0.000330625,0,0,0,0,0,0,0,0,0,0,0.37373875,0,0,Vancomycin
582,CD-BU,1.5,48,"['CD', 'BU']",0.000147938,0,0,0,0,0,0,0,0,0,0,0.374430156,0,0,Vancomycin
583,CD-BU,0.75,48,"['CD', 'BU']",0.000255926,0,0,0,0,0,0,0,0,0,0,0.378173457,0,0,Vancomycin
584,CD-BU,0.375,48,"['CD', 'BU']",0.008418891,0,0,0,0,0,0,0,0,0,0,0.381981109,0,0,Vancomycin
